LfNr,Nachname,Vorname,Geschlecht,PLZ,Ort,Strasse,Hausnummer
4811,Heß,Karlheinz,M,77887,Sasbachwalden,Friedlandstraße,80
4812,Arnold,Mike,M,86637,Wertingen,Talbenden,116
4813,Sachs,Aaron,M,85395,Attenkirchen,Kolpingstraße,138
4814,Ebner,Frederik,M,49751,Werpeloh,Klostergasse,122
4815,Held,Kimberly,W,4603,Windischleuba,Hüttenstraße,113
4816,Trapp,Corinna,W,17375,Hintersee,Kaisersbenden,34
4817,Seidler,Steffen,M,16259,Neulewin,Schweringstraße,114
4818,Stock,Ahmed,M,53225,Bonn,Bahnstraße,70
4819,Binder,Margot,W,4720,Döbeln,Tivolistraße,30
4820,Mader,Erik,M,14727,Premnitz,Breitenbend,14
4821,Kruse,Burghard,M,96523,Steinach,Weidenpesch,127
4822,Wittig,Marko,M,86975,Bernbeuren,Weckspfad,162
4823,Brendel,Hauke,M,29379,Wittingen,Kopernikusstraße,140
4824,Miller,Merle,W,38170,Uehrde,Cäcilienstraße,93
4825,Göbel,Till,M,65391,Lorch,Ginnizweilerstraße,188
4826,Augustin,Larissa,W,19386,Gehlsbach,Im Weyerfeld,115
4827,Kemper,Charlotte,W,54614,Heisdorf,Falkenweg,25
4828,Damm,Henning,M,19205,Kneese,An der Schießruthe,84
4829,Mende,Anne,W,85625,Glonn,Kömpchen,162
4830,Sachs,Andrej,M,4720,Zschaitz-Ottewig,Talbenden,8
4831,Rode,Marvin,M,71540,Murrhardt,Leo-Steiger-Straße,97
4832,Klaus,Heiko,M,97497,Dingolshausen,Poliusstraße,50
4833,Sauer,Janine,W,18209,Reddelich,Wachtelweg,148
4834,Wehner,Regine,W,68782,Brühl,Neue Aue,86
4835,Steffens,Bettina,W,15913,Schwielochsee,Cäcilienstraße,158
4836,Langer,Ann,W,53819,Neunkirchen-Seelscheid,Im Lintes,146
4837,Börner,Malte,M,28757,Bremen,Am Courtenbachshof,119
4838,Rau,Walter,M,86159,Augsburg,Mariaweilerstraße,169
4839,Steffens,Marius,M,30451,Hannover,Vischenichstraße,30
4840,Eberle,Vladimir,M,99718,Clingen,Liststraße,60
4841,Knorr,Britta,W,83236,Übersee,Lommessemstraße,118
4842,Baum,Max,M,68199,Mannheim,Am Knozwinkel,46
4843,Ehlert,Steffen,M,22885,Barsbüttel,Ernst-Bloch-Weg,24
4844,Heide,Siegfried,M,42489,Wülfrath,Am Karmel,8
4845,Behrens,Anton,M,18375,Prerow,Meroder Straße,84
4846,Geisler,Kirsten,W,37318,Burgwalde,In der Kaul,61
4847,Eckhardt,Natalia,W,24794,Rade,Buschstraße,165
4848,Süß,Julius,M,63739,Aschaffenburg,Am Gieselspfad,64
4849,Gottwald,Christa,W,31623,Drakenburg,Zollhausstraße,176
4850,Wittig,Adrian,M,44229,Dortmund,Rhönstraße,78
4851,Gerlach,Angela,W,17194,Moltzow,Waldstraße,37
4852,Heim,Jana,W,65558,Oberneisen,Kupfermühle,195
4853,Faber,Moritz,M,16248,Hohenfinow,Löwener Straße,118
4854,Groth,Tanja,W,48683,Ahaus,Trierbachweg,170
4855,Brehm,Richard,M,72226,Simmersfeld,Arnoldsweilerweg,143
4856,Schwarze,Merle,W,85659,Forstern,Schützenstraße,1
4857,Kaufmann,Till,M,22609,Hamburg,Eiswiese,191
4858,Reinecke,Svenja,W,75385,Neubulach,Pitzlergasse,6
4859,Melzer,Said,M,56626,Andernach,Rathenaustraße,178
4860,Bucher,Ariane,W,56843,Lötzbeuren,Wittlicher Straße,114
4861,Eberhardt,Alex,M,7927,Hirschberg,Rurdammweg,123
4862,Kessler,Magdalena,W,54662,Speicher,Keltenstraße,108
4863,Schultz,Murat,M,17209,Leizen,Maasstraße,183
4864,Bernhard,Frauke,W,22089,Hamburg,Pletzergasse,122
4865,Wieczorek,Annabelle,W,18299,Dolgen am See,Eintrachtstraße,136
4866,Hempel,Annabelle,W,81373,München,Schmiedestraße,155
4867,Eder,Melanie,W,19406,Kobrow,Buchheider Weg,177
4868,Baumgartner,Jonathan,M,86507,Oberottmarshausen,An der Blockstelle,177
4869,Engler,Ruth,W,76848,Spirkelbach,Neuhausgäßchen,193
4870,Stolz,Ingeborg,W,6556,Reinsdorf,Schüllsmühle,122
4871,Hacker,Monika,W,56459,Elbingen,Königsberger Straße,5
4872,Kaminski,Aylin,W,27570,Bremerhaven,Im Eichenbruch,16
4873,Jost,Marianne,W,83483,Bischofswiesen,Rudolf-Schock-Platz,147
4874,Fleischmann,Petra,W,78464,Konstanz,Ackerstraße,47
4875,Zander,Antje,W,58339,Breckerfeld,Senefelderstraße,199
4876,Muth,Said,M,17498,Behrenhoff,Ottensgasse,85
4877,Westermann,Annegret,W,53518,Honerath,Stettiner Straße,191
4878,Brinkmann,Joachim,M,53506,Rech,Buchheider Weg,86
4879,Eichhorn,Klaus,M,75334,Straubenhardt,Zollhausstraße,18
4880,Eberhardt,Chantal,W,84375,Kirchdorf a.Inn,Am Burgauer Busch,186
4881,Ruppert,Fabian,M,94110,Wegscheid,Friedlandstraße,102
4882,Fleischmann,Luisa,W,15537,Grünheide (Mark),Dr.-Pesch-Straße,117
4883,Feldmann,Aylin,W,17506,Bandelin,Möschengasse,125
4884,Kastner,Dieter,M,49751,Spahnharrenstätte,Tischlerstraße,170
4885,Adam,Norman,M,99947,Neunheilingen,Jakobusstraße,148
4886,Miller,Jonas,M,55469,Nannhausen,Südstraße,97
4887,Kleine,Annett,W,66919,Weselberg,Karl-Arnold-Straße,134
4888,Eberle,Heiner,M,81539,München,Indestraße,94
4889,Kock,Erika,W,66903,Frohnhofen,Otto-Suhr-Straße,154
4890,Voss,Irina,W,56340,Dachsenhausen,Ahornstraße,181
4891,Seidl,Daniel,M,67744,Kappeln,Heinrich-Heine-Straße,149
4892,Schilling,Rüdiger,M,49186,Bad Iburg,Windgensgasse,11
4893,Hermes,Renate,W,55765,Ellweiler,Saarstraße,136
4894,Heinrichs,Kim,M,76831,Birkweiler,Bleiberg,30
4895,Huber,Marc,M,55758,Asbach,Am Schlagbaum,193
4896,Moser,Tanja,W,17291,Schönfeld,Robert-Koch-Straße,41
4897,Korn,Hannah,W,25764,Norddeich,Otto-Suhr-Straße,114
4898,Dreyer,Mike,M,49685,Emstek,Auf dem Hahnberg,122
4899,Bahr,Imke,W,74746,Höpfingen,Neukirchener Straße,135
4900,Riedel,Manuela,W,19258,Besitz,Schillerstraße,123
4901,Fritsch,Kim,M,9127,Chemnitz,Zum Berzberg,119
4902,Keßler,Laura,W,16278,Mark Landin,Drosselweg,91
4903,Hafner,Gudrun,W,98639,Wasungen,Nietzscheweg,144
4904,Reiser,Ursel,W,67706,Krickenbach,Ginnizweilerstraße,81
4905,Frick,David,M,24860,Klappholz,Poststraße,59
4906,Spindler,Erwin,M,92367,Pilsach,Rurbenden,132
4907,Stenzel,Juliane,W,31234,Edemissen,Am Sandberg,79
4908,Krebs,Nele,W,83646,Bad Tölz,Eifelplatz,33
4909,Niemeyer,Gerald,M,88636,Illmensee,Auf dem Flabig,193
4910,Schiller,Elena,W,74673,Mulfingen,Königspfad,139
4911,Kaufmann,Gudrun,W,56291,Birkheim,Urftstraße,48
4912,Sieber,Adam,M,99610,Wundersleben,Burgauer Allee,190
4913,Stein,Finn,M,67742,Ginsweiler,Markusstraße,178
4914,Heidrich,Lydia,W,86554,Pöttmes,Kettelerstraße,54
4915,Dietz,Regine,W,17391,Postlow,Schmiedestraße,175
4916,Lang,Hannelore,W,86156,Augsburg,Arnoldusstraße,102
4917,Rother,Ingrid,W,18586,Lancken-Granitz,Zum Froschmaar,100
4918,Keßler,Galina,W,16866,Wusterhausen/Dosse,Kantstraße,139
4919,Reimers,Carina,W,76744,Wörth am Rhein,Im Dehnacker,188
4920,Hermann,Lisa,W,89613,Grundsheim,Graf-Schellart-Weg,155
4921,Brandt,Justin,M,18510,Elmenhorst,Rudolf-Diesel-Straße,197
4922,Heinrich,Sascha,M,92543,Guteneck,Marie-Juchacz-Straße,52
4923,Liedtke,Kay,W,18276,Lüssow,Seestraße,196
4924,Heck,Andreas,M,97348,Markt Einersheim,Beybusch,66
4925,Reichel,Mohammed,M,67742,Hausweiler,Markt,152
4926,Seidler,Klaus,M,54317,Korlingen,Meiringplatz,195
4927,Kretschmer,Ali,M,24594,Nindorf,Lessingstraße,130
4928,Schulze,Ercan,M,83547,Babensham,Dr.-Decker-Straße,37
4929,Sommer,Hauke,M,78595,Hausen ob Verena,Schoellerstraße,130
4930,Kraus,Bettina,W,54578,Oberbettingen,Fichtestraße,152
4931,Tiedemann,Michael,M,78148,Gütenbach,Max-Planck-Straße,77
4932,Schröder,Tamara,W,63843,Niedernberg,Fontanestraße,130
4933,Adler,Emine,W,23619,Heilshoop,Kirchfeld,163
4934,Merz,Evelyn,W,86925,Fuchstal,Stettiner Straße,109
4935,Pape,Mareike,W,55599,Wonsheim,Eibenweg,74
4936,Beck,Kurt,M,21516,Schulendorf,Auf dem Flabig,117
4937,Loos,Max,M,15366,Hoppegarten,Ardennenstraße,6
4938,Kühn,Brigitta,W,25845,Pellworm,Im Großen Tal,22
4939,Welsch,Bianca,W,94032,Passau,Eschstraße,119
4940,Geier,Ronald,M,67746,Unterjeckenbach,Kantstraße,97
4941,Stoll,Udo,M,86707,Westendorf,Uferstraße,45
4942,Berger,Michaela,W,37197,Hattorf am Harz,Weberstraße,5
4943,Neu,Bodo,M,96257,Marktgraitz,An der Gerstenmühle,24
4944,Schenk,Ruth,W,24975,Hürup,Stefan-Zweig-Straße,129
4945,Schöne,Markus,M,47906,Kempen,Kuhgasse,146
4946,Schuler,Rosa,W,60314,Frankfurt am Main,Zum Roten Kreuz,69
4947,John,Hannah,W,4157,Leipzig,Im Königshof,132
4948,Klatt,Irmgard,W,15938,Steinreich,Kapellenstraße,114
4949,Heilmann,Carolina,W,25832,Tönning,Stammelner Fließ,77
4950,Gerhardt,Gudrun,W,6729,Elsteraue,Annakirmesplatz,195
4951,Schaefer,Boris,M,91626,Schopfloch,Mozartweg,42
4952,Sachse,Steffi,W,56630,Kretz,Frohnhofstraße,125
4953,Scholz,Chantal,W,53881,Euskirchen,Alemannenweg,28
4954,Walther,Heinrich,M,48480,Schapen,Blumenthalstraße,165
4955,Just,Ahmad,M,91798,Höttingen,Dresdener Straße,61
4956,Drescher,Clemens,M,96120,Bischberg,Höfchen,128
4957,Radtke,Adam,M,40880,Ratingen,Martinusplatz,27
4958,Seeger,Malgorzata,W,56244,Ettinghausen,Im Levert,194
4959,Bender,Holger,M,55487,Sohrschied,Farbmühlenstraße,193
4960,Kretschmer,Hubert,M,7646,Albersdorf,Maternusstraße,131
4961,Baur,Axel,M,57627,Gehlert,Hovener Straße,199
4962,Knorr,Michaela,W,25776,Sankt Annen,Zur Lohe,27
4963,Wieland,Carlotta,W,59368,Werne,Stefan-Schwer-Straße,43
4964,Ehrhardt,Pierre,M,98663,Westhausen,Frankenstraße,83
4965,Lampe,Christin,W,88145,Hergatz,Hermann-Hesse-Straße,39
4966,Schell,Wilhelm,M,66740,Saarlouis,Hammerbenden,187
4967,Koller,Inge,W,98530,Suhl,Leipziger Straße,99
4968,Strobel,Wiebke,W,23936,Upahl,An der Erk,8
4969,Faber,Hannes,M,9236,Claußnitz,Eisenbahnstraße,135
4970,Süß,Carina,W,97225,Zellingen,Olefstraße,56
4971,Zimmer,Lars,M,53937,Schleiden,Tannenbergstraße,148
4972,Schulte,Leon,M,74906,Bad Rappenau,Finkenweg,81
4973,Kratz,Maike,W,63843,Niedernberg,Eisenstraße,121
4974,Hölscher,Andrzej,M,96142,Hollfeld,August-Lüdenbach-Straße,197
4975,Schreiber,Günter,M,66589,Merchweiler,Stammelner Fließ,132
4976,Höfer,Benjamin,M,21271,Hanstedt,Freiheitsstraße,197
4977,Winkelmann,Annabelle,W,53902,Bad Münstereifel,Kirchplatz,174
4978,Sachs,Lorenz,M,91180,Heideck,Kufferather Platz,151
4979,Zimmermann,Riko,M,87674,Ruderatshofen,Pfarrer-Hecker-Straße,164
4980,Fichtner,Inge,W,42499,Hückeswagen,Römerstraße,51
4981,Krüger,Irina,W,60323,Frankfurt am Main,Cäcilienstraße,94
4982,Roth,Galina,W,25767,Tensbüttel-Röst,Ahornstraße,58
4983,Ahrens,Sönke,M,94513,Schönberg,Freiheitsstraße,166
4984,Wild,Stefanie,W,49429,Visbek,Albrecht-Dürer-Straße,62
4985,Kunkel,Victor,M,46569,Hünxe,Zülpicher Platz,167
4986,Zeller,Raimund,M,99752,Bleicherode,Am Dürener Weg,181
4987,Burghardt,Vladimir,M,17179,Walkendorf,Kölner Landstraße,147
4988,Schröter,Samuel,M,78315,Radolfzell,Teichstraße,123
4989,Esser,Claudia,W,84508,Burgkirchen an der Alz,Keltenstraße,158
4990,Philipp,Cindy,W,78628,Rottweil,An der Kreisbahn,139
4991,Burmeister,Annett,W,18276,Mühl Rosin,Wewordenstraße,114
4992,Ulbrich,Celina,W,45659,Recklinghausen,Kallsgasse,100
4993,Teichmann,Erich,M,97901,Altenbuch,Heinrich-Heine-Straße,190
4994,Seidler,Antonio,M,17192,Schloen-Dratow,Berzberger Fahrt,131
4995,Stolz,Ronny,M,47839,Krefeld,Merowinger Straße,83
4996,Schüller,Hendrik,M,91790,Bergen,Girbelsrather Straße,61
4997,Lang,Armin,M,24402,Esgrus,Paradiesstraße,131
4998,Wüst,Marianne,W,53949,Dahlem,Liststraße,71
4999,Schreiber,Said,M,70186,Stuttgart,Arnoldsweilerweg,161
5000,Steinbach,Kim,W,19217,Utecht,Wörthstraße,107
5001,Bär,Merle,W,95189,Köditz,Im Mühlenpark,35
5002,Fischer,Frank,M,6868,Coswig (Anhalt),Schmalenburg,44
5003,Götze,Dietrich,M,22179,Hamburg,Mariaweilerstraße,97
5004,Geyer,Herbert,M,89257,Illertissen,Sauerbruchstraße,174
5005,Römer,Ralf,M,93462,Lam,Am Neuen Friedhof,22
5006,Probst,Simone,W,68804,Altlußheim,Blachweg,140
5007,Büchner,Götz,M,24220,Boksee,Kleinhardt,19
5008,Schlüter,Götz,M,29386,Hankensbüttel,Rölsdorfer Straße,177
5009,Bock,Anke,W,1665,Käbschütztal,Meiringplatz,149
5010,Reinke,Marlies,W,24860,Böklund,Hedwigstraße,66
5011,Schweizer,Finn,M,97980,Bad Mergentheim,Felix-Wankel-Straße,144
5012,Wüst,Dörte,W,19406,Kobrow,Auf dem Büchel,104
5013,Wendel,Lynn,W,52062,Aachen,Zum Friesenhof,153
5014,Kühne,Daniel,M,83112,Frasdorf,Alberoplatz,47
5015,Schilling,Barbara,W,25924,Friedrich-Wilhelm-Lübke-Koog,Dechant-Fröls-Straße,149
5016,Bartsch,Paul,M,13595,Berlin,Falkenweg,126
5017,Bär,Michaela,W,55626,Bundenbach,Seestraße,175
5018,Martens,Claas,M,6198,Salzatal,Lauscherstraße,152
5019,Hamann,Doris,W,54636,Oberweiler,Gertrudisstraße,180
5020,Binder,Peter,M,14467,Potsdam,Markt,176
5021,Jakob,Gerald,M,91286,Obertrubach,Schlehdornweg,93
5022,Jacobs,Tino,M,89185,Hüttisheim,Lessingstraße,7
5023,Lampe,Justus,M,36269,Philippsthal,Gillesweg,133
5024,Oswald,Jonathan,M,97253,Gaukönigshofen,Auf dem Hammer,86
5025,Hildebrandt,Bernhard,M,95508,Kulmain,Humboldtstraße,192
5026,Nitschke,Ibrahim,M,96160,Geiselwind,Hof Rottfeld,73
5027,Oppermann,Torben,M,27412,Tarmstedt,Zum Bruch,58
5028,Stiller,Joshua,M,40723,Hilden,An der Schießruthe,137
5029,Amann,Konstantin,M,56332,Oberfell,Echternacher Straße,189
5030,Kramer,Julian,M,57580,Gebhardshain,Campingstraße,67
5031,Sprenger,Erwin,M,23896,Panten,Hauptbahnhof,71
5032,Hanke,Lutz,M,91608,Geslau,Konzendorfer Straße,164
5033,Kraus,Jana,W,49074,Osnabrück,Am Schlagbaum,146
5034,Beckmann,Riko,M,99102,Klettbach,Hermann-Hesse-Straße,12
5035,Freitag,Lars,M,66299,Friedrichsthal,Platz der deutschen Einheit,125
5036,Grimm,Roman,M,81737,München,Auf dem Bruchkamp,106
5037,Späth,Bärbel,W,23813,Nehms,Steinmaar,172
5038,Ortmann,Sabine,W,56244,Rückeroth,Zum Froschmaar,24
5039,Steiner,Anna,W,24975,Maasbüll,Leo-Steiger-Straße,58
5040,Keck,Wilhelm,M,41179,Mönchengladbach,Antoniusstraße,168
5041,Hermann,Hakan,M,24214,Lindau,Danziger Straße,26
5042,Heckmann,Fabian,M,54636,Sefferweich,Isolastraße,122
5043,Kunz,Jürgen,M,6780,Zörbig,Am Rurufer,31
5044,Koller,Verena,W,97265,Hettstadt,Samlandweg,197
5045,Janssen,Julian,M,49838,Lengerich,Schulstraße,125
5046,Mann,Konstanze,W,87647,Kraftisried,Martin-Luther-Platz,171
5047,Peter,Christina,W,10713,Berlin,Tannenbergstraße,88
5048,Raab,Leon,M,25782,Welmbüttel,Eintrachtstraße,62
5049,Weiler,Hasan,M,60318,Frankfurt am Main,Karl-Arnold-Straße,6
5050,Balzer,Nikola,M,33161,Paderborn,Borchertstraße,123
5051,Höhn,Agnes,W,78126,Königsfeld im Schwarzwald,Isolastraße,5
5052,Ahler,Melina,W,19205,Mühlen Eichsen,An der Blockstelle,148
5053,Runge,Franz,M,31715,Meerbeck,Werderstraße,90
5054,Schulze,Aylin,W,91341,Röttenbach,Königsberger Straße,123
5055,Radtke,Lara,W,27404,Elsdorf,Körnerstraße,158
5056,Drechsler,Lukas,M,31020,Salzhemmendorf,Lauscherstraße,45
5057,Anders,Georgios,M,16945,Halenbeck-Rohlsdorf,Ahrweg,81
5058,Reinhardt,Sarah,W,56412,Girod,Moselstraße,39
5059,Teichmann,Elvira,W,64823,Groß-Umstadt,Carl-Weingartz-Straße,177
5060,Theis,Gregor,M,40595,Düsseldorf,Hormer Straße,133
5061,Bolz,Rüdiger,M,71149,Bondorf,An den Stadtwerken,111
5062,Brüggemann,Nick,M,38124,Braunschweig,Franzstraße,184
5063,Ehlers,Joanna,W,47178,Duisburg,Eintrachtstraße,85
5064,Knapp,Silvia,W,19205,Holdorf,Im Reuter,2
5065,Pfister,Ben,M,21075,Hamburg,Breslauer Straße,182
5066,Hafner,Harry,M,56767,Mosbruch,Dahlienstraße,86
5067,Glaser,Guido,M,35583,Wetzlar,Am Wingert,58
5068,Fuhrmann,Irina,W,63849,Leidersbach,Im Kleffert,190
5069,Weller,Imke,W,91126,Schwabach,St.-Michael-Straße,12
5070,Kleine,Arthur,M,63110,Rodgau,Hofackerstraße,153
5071,Reinecke,Willi,M,8261,Schöneck,Cornetzhof,47
5072,Steinbach,Cornelius,M,75050,Gemmingen,Lendersdorfer Straße,199
5073,Ochs,Kirstin,W,66981,Münchweiler an der Rodalb,Ursulinenstraße,35
5074,Wächter,Angelika,W,94541,Grattersdorf,Elstergasse,112
5075,Heck,Roger,M,37632,Eimen,Zu den Blanken,80
5076,Reuter,Jana,W,55758,Weiden,Am Karmel,92
5077,Thiel,Vivian,M,27474,Cuxhaven,Ottensgasse,149
5078,Franke,Natascha,W,18182,Bentwisch,Girbelsrather Straße,181
5079,Behnke,Janina,W,91740,Röckingen,Wittlicher Straße,137
5080,Maier,Lilly,W,76891,Rumbach,Thomasstraße,110
5081,Schuler,Rebecca,W,73347,Mühlhausen im Täle,Am Jesuitenhof,40
5082,Rademacher,Hildegard,W,4720,Großweitzschen,Traunseeweg,4
5083,Rehm,Gerd,M,23883,Klein Zecher,Lessingstraße,58
5084,Walter,Gerhard,M,31303,Burgdorf,Van-der-Velden-Straße,25
5085,Scharf,Jana,W,56237,Sessenbach,Karolingerweg,79
5086,Siegel,Anneliese,W,44894,Bochum,Ludwigstraße,190
5087,Dietrich,Margret,W,50226,Frechen,Trierbachweg,167
5088,Scheller,Dietmar,M,25557,Thaden,Albrecht-Dürer-Straße,24
5089,Schultze,Anna,W,63071,Offenbach am Main,Im Schubigsfeld,182
5090,Brandt,Heidi,W,63639,Flörsbachtal,Violengasse,145
5091,Kastner,Isabel,W,52159,Roetgen,Hans-Holbein-Straße,189
5092,Otto,Axel,M,46459,Rees,Isolaplatz,115
5093,Otto,Cornelia,W,89447,Zöschingen,Küferstraße,46
5094,Busch,Christopher,M,17207,Bollewick,Düppelstraße,110
5095,Morgenstern,Dominik,M,56729,Herresbach,Im Großen Tal,81
5096,Hannemann,Juliane,W,65391,Lorch,Stauffenbergstraße,143
5097,Fleischmann,Christa,W,24640,Lentföhrden,Im Weidchen,92
5098,Hartung,Roswita,W,76316,Malsch,Auf dem Horstert,94
5099,Bender,Swetlana,W,87497,Wertach,Stauffenbergstraße,28
5100,Franke,Egon,M,19370,Parchim,Im Weyerfeld,165
5101,Schütz,Maren,W,37434,Wollbrandshausen,Martin-Luther-Platz,196
5102,Janke,Dietmar,M,88138,Weißensberg,Velinstraße,44
5103,Rapp,Erich,M,54636,Heilenbach,Sauerbruchstraße,157
5104,Fleischer,Alexander,M,55608,Becherbach bei Kirn,Schmittenfeldchen,99
5105,Probst,Ernst,M,56291,Norath,Hohenzollernstraße,102
5106,Maurer,Regina,W,18246,Zepelin,Königsberger Straße,72
5107,Heidrich,Maximilian,M,59597,Erwitte,Am Courtenbachshof,46
5108,Döring,Bodo,M,18209,Bartenshagen-Parkentin,Girbelsrather Straße,27
5109,Kasper,Jörg,M,54552,Sarmersbach,Merianstraße,193
5110,Herrmann,Elvira,W,24625,Negenharrie,Industriestraße,9
5111,Kellermann,Melina,W,71272,Renningen,Ringstraße,138
5112,Boldt,Ricardo,M,88471,Laupheim,Schwarzer Weg,138
5113,Kunert,Paul,M,56220,Sankt Sebastian,Karlstraße,40
5114,Noll,Lara,W,17322,Krackow,Mozenborner Straße,119
5115,Faust,Nikolai,M,29494,Trebel,Ritterstraße,177
5116,Förster,Gregor,M,86850,Fischach,Heinrich-Dauer-Straße,167
5117,Hampel,Marita,W,49393,Lohne,Franz-Offergeld-Straße,43
5118,Pfeiffer,Helena,W,82237,Wörthsee,Taunusstraße,183
5119,Lauer,Michael,M,80686,München,Koenenstraße,114
5120,Kroll,Ingeborg,W,17111,Hohenmocker,Wittlicher Straße,15
5121,Küster,Svea,W,21357,Bardowick,Am Schlagbaum,115
5122,Funke,Bernhard,M,78355,Hohenfels,Pollesmaar,187
5123,Walz,Anna,W,55758,Veitsrodt,Auf der Komm,91
5124,Grabowski,Nikolas,M,22929,Rausdorf,Thomasstraße,162
5125,Hohmann,Tino,M,54344,Kenn,Forsthaus Weyern,193
5126,Lohse,Fabian,M,57539,Roth,Markusstraße,82
5127,Wagner,Helmut,M,32427,Minden,Berta-Timmermann-Straße,55
5128,Wiese,Danny,M,7580,Braunichswalde,Auf der Komm,143
5129,Hoyer,Merle,W,30457,Hannover,Im Großen Tal,52
5130,Schmidtke,Hans,M,19258,Gresse,Malteserstraße,93
5131,Kempf,Nele,W,97618,Rödelmaier,Auf dem Hammer,35
5132,Biermann,Marcel,M,84180,Loiching,Lasallestraße,160
5133,Richter,Joachim,M,17438,Wolgast,Bergheimer Straße,12
5134,Brockmann,Wolfram,M,24238,Lammershagen,Zum Froschmaar,173
5135,Junker,Heiner,M,25557,Steenfeld,Konzendorfer Straße,195
5136,Schaefer,Tilmann,M,46485,Wesel,Eisenstraße,193
5137,Siebert,Diana,W,75337,Enzklösterle,Hermann-Hesse-Straße,111
5138,Hinz,Mohammed,M,97647,Willmars,Veldener Straße,8
5139,Häusler,Hendrik,M,70567,Stuttgart,Amselweg,109
5140,Exner,Cornelia,W,67808,Ruppertsecken,Küferstraße,47
5141,Stahl,Carla,W,75179,Pforzheim,Hohenzollernstraße,1
5142,Eder,Inge,W,23815,Strukdorf,Zum Wibbelrusch,158
5143,Sachs,Ali,M,18314,Divitz-Spoldershagen,Draemannsmühle,141
5144,Heidenreich,Janine,W,39624,Kalbe (Milde),Stockheimer Landstraße,132
5145,Yilmaz,Raphael,M,64753,Brombachtal,Hermann-Hesse-Straße,166
5146,Ruppert,Waldemar,M,86860,Jengen,Asternstraße,67
5147,Henze,Christine,W,76889,Oberschlettenbach,Franziskanerstraße,49
5148,Götze,Clemens,M,82399,Raisting,Hammerbenden,158
5149,Paulus,Lea,W,23936,Bernstorf,Ratsstraße,130
5150,Klotz,Clemens,M,94148,Kirchham,Urbanusstraße,116
5151,Schütt,Astrid,W,18258,Rukieten,Schevenhüttener Straße,147
5152,Seemann,Richard,M,13359,Berlin,Monschauer Landstraße,112
5153,Petry,Rita,W,91613,Marktbergel,Daubenvaldersweg,9
5154,Schön,Irina,W,56727,Mayen,Friedenstraße,35
5155,Hopp,Daniel,M,74363,Güglingen,Stettiner Straße,15
5156,Schön,Ursel,W,26219,Bösel,Girbelsrather Straße,91
5157,Hack,Hakan,M,18276,Klein Upahl,Scharnhorststraße,102
5158,Erdmann,Anne,W,18276,Plaaz,Seestraße,134
5159,Bär,Emma,W,57614,Fluterschen,Burgacker,65
5160,Kühne,Dietrich,M,81543,München,Vischenichstraße,192
5161,Müller,Ricarda,W,39326,Rogätz,Keltenstraße,19
5162,Pieper,Lutz,M,33699,Bielefeld,Gaußstraße,152
5163,Teichmann,Igor,M,49406,Barnstorf,Stammelner Fließ,22
5164,Obermeier,Jeanette,W,23569,Lübeck,Markt,22
5165,Baumgart,Valentin,M,51429,Bergisch Gladbach,Baumschulenweg,144
5166,Heinrich,Deniz,M,22955,Hoisdorf,Pfalzstraße,47
5167,Grund,Lars,M,71149,Bondorf,Stammelner Fließ,184
5168,Müller,Hatice,W,14913,Niederer Fläming,Im Dehnacker,186
5169,Kluge,Ilse,W,28359,Bremen,Wirtelstraße,100
5170,Janssen,Pauline,W,83700,Rottach-Egern,Agnesstraße,168
5171,Schrader,Britta,W,1844,Neustadt in Sachsen,Im Pützbroich,83
5172,Küster,Ingrid,W,91054,Erlangen,An der Windmühle,23
5173,Ebner,Dagmar,W,79268,Bötzingen,Wachtelweg,24
5174,Kirchner,Sofie,W,25774,Hemme,Zum Richelnberg,19
5175,Lindner,Jens,M,36169,Rasdorf,Wittlicher Straße,76
5176,Geisler,Ulrich,M,25770,Hemmingstedt,Brentanostraße,166
5177,Grube,Katharina,W,74599,Wallhausen,Elstergasse,183
5178,Baumann,Gina,W,45147,Essen,Masurenstraße,143
5179,Schnabel,Heinz,M,41540,Dormagen,Mozartweg,166
5180,Schütze,Linda,W,99830,Treffurt,Elsdorfer Straße,87
5181,Haag,Ellen,W,15898,Lawitz,An der Gerstenmühle,118
5182,Rode,Lars,M,97225,Zellingen,An der Ölmühle,91
5183,Pfister,Ruth,W,67549,Worms,Carl-Weingartz-Straße,19
5184,Hill,Andi,M,80933,München,Talstraße,128
5185,Körner,Pauline,W,27389,Lauenbrück,Ottensgasse,93
5186,Fritsch,Dennis,M,49838,Lengerich,Duffesbach,198
5187,Witte,Joshua,M,86701,Rohrenfels,Zum Roten Kreuz,49
5188,Schröer,Wladimir,M,17379,Lübs,August-Klotz-Straße,20
5189,Stumpf,Carla,W,24640,Lentföhrden,Brentanostraße,148
5190,Ehlert,Kai,M,46519,Alpen,Kämergasse,168
5191,Steinke,Margarethe,W,25938,Oevenum,Urftstraße,18
5192,Stenzel,Andreas,M,31634,Steimbke,Lendersdorfer Straße,118
5193,Adams,Beate,W,97342,Marktsteft,Dr.-Overhues-Allee,91
5194,Ostermann,Rüdiger,M,26188,Edewecht,Neukirchener Straße,154
5195,Strauch,Anita,W,35394,Gießen,Taunusstraße,133
5196,Geißler,Kai,M,55413,Manubach,Fritz-Erler-Straße,39
5197,Janßen,Melina,W,96528,Frankenblick,Cranachstraße,8
5198,Dreier,Linus,M,61462,Königstein,Echternacher Straße,50
5199,Rößler,Antonio,M,72144,Dußlingen,Odenthalstraße,132
